Date,Close bitcoin-cash,Prediccion,holtwinters
2015-09-20,0.0,,
2015-09-21,0.0,,
2015-09-22,0.0,,
2015-09-23,0.0,,
2015-09-24,0.0,,
2015-09-25,0.0,,
2015-09-26,0.0,,
2015-09-27,0.0,,
2015-09-28,0.0,,
2015-09-29,0.0,,
2015-09-30,0.0,,
2015-10-01,0.0,,
2015-10-02,0.0,,
2015-10-03,0.0,,
2015-10-04,0.0,,
2015-10-05,0.0,,
2015-10-06,0.0,,
2015-10-07,0.0,,
2015-10-08,0.0,,
2015-10-09,0.0,,
2015-10-10,0.0,,
2015-10-11,0.0,,
2015-10-12,0.0,,
2015-10-13,0.0,,
2015-10-14,0.0,,
2015-10-15,0.0,,
2015-10-16,0.0,,
2015-10-17,0.0,,
2015-10-18,0.0,,
2015-10-19,0.0,,
2015-10-20,0.0,,
2015-10-21,0.0,,
2015-10-22,0.0,,
2015-10-23,0.0,,
2015-10-24,0.0,,
2015-10-25,0.0,,
2015-10-26,0.0,,
2015-10-27,0.0,,
2015-10-28,0.0,,
2015-10-29,0.0,,
2015-10-30,0.0,,
2015-10-31,0.0,,
2015-11-01,0.0,,
2015-11-02,0.0,,
2015-11-03,0.0,,
2015-11-04,0.0,,
2015-11-05,0.0,,
2015-11-06,0.0,,
2015-11-07,0.0,,
2015-11-08,0.0,,
2015-11-09,0.0,,
2015-11-10,0.0,,
2015-11-11,0.0,,
2015-11-12,0.0,,
2015-11-13,0.0,,
2015-11-14,0.0,,
2015-11-15,0.0,,
2015-11-16,0.0,,
2015-11-17,0.0,,
2015-11-18,0.0,,
2015-11-19,0.0,,
2015-11-20,0.0,,
2015-11-21,0.0,,
2015-11-22,0.0,,
2015-11-23,0.0,,
2015-11-24,0.0,,
2015-11-25,0.0,,
2015-11-26,0.0,,
2015-11-27,0.0,,
2015-11-28,0.0,,
2015-11-29,0.0,,
2015-11-30,0.0,,
2015-12-01,0.0,,
2015-12-02,0.0,,
2015-12-03,0.0,,
2015-12-04,0.0,,
2015-12-05,0.0,,
2015-12-06,0.0,,
2015-12-07,0.0,,
2015-12-08,0.0,,
2015-12-09,0.0,,
2015-12-10,0.0,,
2015-12-11,0.0,,
2015-12-12,0.0,,
2015-12-13,0.0,,
2015-12-14,0.0,,
2015-12-15,0.0,,
2015-12-16,0.0,,
2015-12-17,0.0,,
2015-12-18,0.0,,
2015-12-19,0.0,,
2015-12-20,0.0,,
2015-12-21,0.0,,
2015-12-22,0.0,,
2015-12-23,0.0,,
2015-12-24,0.0,,
2015-12-25,0.0,,
2015-12-26,0.0,,
2015-12-27,0.0,,
2015-12-28,0.0,,
2015-12-29,0.0,,
2015-12-30,0.0,,
2015-12-31,0.0,,
2016-01-01,0.0,,
2016-01-02,0.0,,
2016-01-03,0.0,,
2016-01-04,0.0,,
2016-01-05,0.0,,
2016-01-06,0.0,,
2016-01-07,0.0,,
2016-01-08,0.0,,
2016-01-09,0.0,,
2016-01-10,0.0,,
2016-01-11,0.0,,
2016-01-12,0.0,,
2016-01-13,0.0,,
2016-01-14,0.0,,
2016-01-15,0.0,,
2016-01-16,0.0,,
2016-01-17,0.0,,
2016-01-18,0.0,,
2016-01-19,0.0,,
2016-01-20,0.0,,
2016-01-21,0.0,,
2016-01-22,0.0,,
2016-01-23,0.0,,
2016-01-24,0.0,,
2016-01-25,0.0,,
2016-01-26,0.0,,
2016-01-27,0.0,,
2016-01-28,0.0,,
2016-01-29,0.0,,
2016-01-30,0.0,,
2016-01-31,0.0,,
2016-02-01,0.0,,
2016-02-02,0.0,,
2016-02-03,0.0,,
2016-02-04,0.0,,
2016-02-05,0.0,,
2016-02-06,0.0,,
2016-02-07,0.0,,
2016-02-08,0.0,,
2016-02-09,0.0,,
2016-02-10,0.0,,
2016-02-11,0.0,,
2016-02-12,0.0,,
2016-02-13,0.0,,
2016-02-14,0.0,,
2016-02-15,0.0,,
2016-02-16,0.0,,
2016-02-17,0.0,,
2016-02-18,0.0,,
2016-02-19,0.0,,
2016-02-20,0.0,,
2016-02-21,0.0,,
2016-02-22,0.0,,
2016-02-23,0.0,,
2016-02-24,0.0,,
2016-02-25,0.0,,
2016-02-26,0.0,,
2016-02-27,0.0,,
2016-02-28,0.0,,
2016-02-29,0.0,,
2016-03-01,0.0,,
2016-03-02,0.0,,
2016-03-03,0.0,,
2016-03-04,0.0,,
2016-03-05,0.0,,
2016-03-06,0.0,,
2016-03-07,0.0,,
2016-03-08,0.0,,
2016-03-09,0.0,,
2016-03-10,0.0,,
2016-03-11,0.0,,
2016-03-12,0.0,,
2016-03-13,0.0,,
2016-03-14,0.0,,
2016-03-15,0.0,,
2016-03-16,0.0,,
2016-03-17,0.0,,
2016-03-18,0.0,,
2016-03-19,0.0,,
2016-03-20,0.0,,
2016-03-21,0.0,,
2016-03-22,0.0,,
2016-03-23,0.0,,
2016-03-24,0.0,,
2016-03-25,0.0,,
2016-03-26,0.0,,
2016-03-27,0.0,,
2016-03-28,0.0,,
2016-03-29,0.0,,
2016-03-30,0.0,,
2016-03-31,0.0,,
2016-04-01,0.0,,
2016-04-02,0.0,,
2016-04-03,0.0,,
2016-04-04,0.0,,
2016-04-05,0.0,,
2016-04-06,0.0,,
2016-04-07,0.0,,
2016-04-08,0.0,,
2016-04-09,0.0,,
2016-04-10,0.0,,
2016-04-11,0.0,,
2016-04-12,0.0,,
2016-04-13,0.0,,
2016-04-14,0.0,,
2016-04-15,0.0,,
2016-04-16,0.0,,
2016-04-17,0.0,,
2016-04-18,0.0,,
2016-04-19,0.0,,
2016-04-20,0.0,,
2016-04-21,0.0,,
2016-04-22,0.0,,
2016-04-23,0.0,,
2016-04-24,0.0,,
2016-04-25,0.0,,
2016-04-26,0.0,,
2016-04-27,0.0,,
2016-04-28,0.0,,
2016-04-29,0.0,,
2016-04-30,0.0,,
2016-05-01,0.0,,
2016-05-02,0.0,,
2016-05-03,0.0,,
2016-05-04,0.0,,
2016-05-05,0.0,,
2016-05-06,0.0,,
2016-05-07,0.0,,
2016-05-08,0.0,,
2016-05-09,0.0,,
2016-05-10,0.0,,
2016-05-11,0.0,,
2016-05-12,0.0,,
2016-05-13,0.0,,
2016-05-14,0.0,,
2016-05-15,0.0,,
2016-05-16,0.0,,
2016-05-17,0.0,,
2016-05-18,0.0,,
2016-05-19,0.0,,
2016-05-20,0.0,,
2016-05-21,0.0,,
2016-05-22,0.0,,
2016-05-23,0.0,,
2016-05-24,0.0,,
2016-05-25,0.0,,
2016-05-26,0.0,,
2016-05-27,0.0,,
2016-05-28,0.0,,
2016-05-29,0.0,,
2016-05-30,0.0,,
2016-05-31,0.0,,
2016-06-01,0.0,,
2016-06-02,0.0,,
2016-06-03,0.0,,
2016-06-04,0.0,,
2016-06-05,0.0,,
2016-06-06,0.0,,
2016-06-07,0.0,,
2016-06-08,0.0,,
2016-06-09,0.0,,
2016-06-10,0.0,,
2016-06-11,0.0,,
2016-06-12,0.0,,
2016-06-13,0.0,,
2016-06-14,0.0,,
2016-06-15,0.0,,
2016-06-16,0.0,,
2016-06-17,0.0,,
2016-06-18,0.0,,
2016-06-19,0.0,,
2016-06-20,0.0,,
2016-06-21,0.0,,
2016-06-22,0.0,,
2016-06-23,0.0,,
2016-06-24,0.0,,
2016-06-25,0.0,,
2016-06-26,0.0,,
2016-06-27,0.0,,
2016-06-28,0.0,,
2016-06-29,0.0,,
2016-06-30,0.0,,
2016-07-01,0.0,,
2016-07-02,0.0,,
2016-07-03,0.0,,
2016-07-04,0.0,,
2016-07-05,0.0,,
2016-07-06,0.0,,
2016-07-07,0.0,,
2016-07-08,0.0,,
2016-07-09,0.0,,
2016-07-10,0.0,,
2016-07-11,0.0,,
2016-07-12,0.0,,
2016-07-13,0.0,,
2016-07-14,0.0,,
2016-07-15,0.0,,
2016-07-16,0.0,,
2016-07-17,0.0,,
2016-07-18,0.0,,
2016-07-19,0.0,,
2016-07-20,0.0,,
2016-07-21,0.0,,
2016-07-22,0.0,,
2016-07-23,0.0,,
2016-07-24,0.0,,
2016-07-25,0.0,,
2016-07-26,0.0,,
2016-07-27,0.0,,
2016-07-28,0.0,,
2016-07-29,0.0,,
2016-07-30,0.0,,
2016-07-31,0.0,,
2016-08-01,0.0,,
2016-08-02,0.0,,
2016-08-03,0.0,,
2016-08-04,0.0,,
2016-08-05,0.0,,
2016-08-06,0.0,,
2016-08-07,0.0,,
2016-08-08,0.0,,
2016-08-09,0.0,,
2016-08-10,0.0,,
2016-08-11,0.0,,
2016-08-12,0.0,,
2016-08-13,0.0,,
2016-08-14,0.0,,
2016-08-15,0.0,,
2016-08-16,0.0,,
2016-08-17,0.0,,
2016-08-18,0.0,,
2016-08-19,0.0,,
2016-08-20,0.0,,
2016-08-21,0.0,,
2016-08-22,0.0,,
2016-08-23,0.0,,
2016-08-24,0.0,,
2016-08-25,0.0,,
2016-08-26,0.0,,
2016-08-27,0.0,,
2016-08-28,0.0,,
2016-08-29,0.0,,
2016-08-30,0.0,,
2016-08-31,0.0,,
2016-09-01,0.0,,
2016-09-02,0.0,,
2016-09-03,0.0,,
2016-09-04,0.0,,
2016-09-05,0.0,,
2016-09-06,0.0,,
2016-09-07,0.0,,
2016-09-08,0.0,,
2016-09-09,0.0,,
2016-09-10,0.0,,
2016-09-11,0.0,,
2016-09-12,0.0,,
2016-09-13,0.0,,
2016-09-14,0.0,,
2016-09-15,0.0,,
2016-09-16,0.0,,
2016-09-17,0.0,,
2016-09-18,0.0,,
2016-09-19,0.0,,
2016-09-20,0.0,,
2016-09-21,0.0,,
2016-09-22,0.0,,
2016-09-23,0.0,,
2016-09-24,0.0,,
2016-09-25,0.0,,
2016-09-26,0.0,,
2016-09-27,0.0,,
2016-09-28,0.0,,
2016-09-29,0.0,,
2016-09-30,0.0,,
2016-10-01,0.0,,
2016-10-02,0.0,,
2016-10-03,0.0,,
2016-10-04,0.0,,
2016-10-05,0.0,,
2016-10-06,0.0,,
2016-10-07,0.0,,
2016-10-08,0.0,,
2016-10-09,0.0,,
2016-10-10,0.0,,
2016-10-11,0.0,,
2016-10-12,0.0,,
2016-10-13,0.0,,
2016-10-14,0.0,,
2016-10-15,0.0,,
2016-10-16,0.0,,
2016-10-17,0.0,,
2016-10-18,0.0,,
2016-10-19,0.0,,
2016-10-20,0.0,,
2016-10-21,0.0,,
2016-10-22,0.0,,
2016-10-23,0.0,,
2016-10-24,0.0,,
2016-10-25,0.0,,
2016-10-26,0.0,,
2016-10-27,0.0,,
2016-10-28,0.0,,
2016-10-29,0.0,,
2016-10-30,0.0,,
2016-10-31,0.0,,
2016-11-01,0.0,,
2016-11-02,0.0,,
2016-11-03,0.0,,
2016-11-04,0.0,,
2016-11-05,0.0,,
2016-11-06,0.0,,
2016-11-07,0.0,,
2016-11-08,0.0,,
2016-11-09,0.0,,
2016-11-10,0.0,,
2016-11-11,0.0,,
2016-11-12,0.0,,
2016-11-13,0.0,,
2016-11-14,0.0,,
2016-11-15,0.0,,
2016-11-16,0.0,,
2016-11-17,0.0,,
2016-11-18,0.0,,
2016-11-19,0.0,,
2016-11-20,0.0,,
2016-11-21,0.0,,
2016-11-22,0.0,,
2016-11-23,0.0,,
2016-11-24,0.0,,
2016-11-25,0.0,,
2016-11-26,0.0,,
2016-11-27,0.0,,
2016-11-28,0.0,,
2016-11-29,0.0,,
2016-11-30,0.0,,
2016-12-01,0.0,,
2016-12-02,0.0,,
2016-12-03,0.0,,
2016-12-04,0.0,,
2016-12-05,0.0,,
2016-12-06,0.0,,
2016-12-07,0.0,,
2016-12-08,0.0,,
2016-12-09,0.0,,
2016-12-10,0.0,,
2016-12-11,0.0,,
2016-12-12,0.0,,
2016-12-13,0.0,,
2016-12-14,0.0,,
2016-12-15,0.0,,
2016-12-16,0.0,,
2016-12-17,0.0,,
2016-12-18,0.0,,
2016-12-19,0.0,,
2016-12-20,0.0,,
2016-12-21,0.0,,
2016-12-22,0.0,,
2016-12-23,0.0,,
2016-12-24,0.0,,
2016-12-25,0.0,,
2016-12-26,0.0,,
2016-12-27,0.0,,
2016-12-28,0.0,,
2016-12-29,0.0,,
2016-12-30,0.0,,
2016-12-31,0.0,,
2017-01-01,0.0,,
2017-01-02,0.0,,
2017-01-03,0.0,,
2017-01-04,0.0,,
2017-01-05,0.0,,
2017-01-06,0.0,,
2017-01-07,0.0,,
2017-01-08,0.0,,
2017-01-09,0.0,,
2017-01-10,0.0,,
2017-01-11,0.0,,
2017-01-12,0.0,,
2017-01-13,0.0,,
2017-01-14,0.0,,
2017-01-15,0.0,,
2017-01-16,0.0,,
2017-01-17,0.0,,
2017-01-18,0.0,,
2017-01-19,0.0,,
2017-01-20,0.0,,
2017-01-21,0.0,,
2017-01-22,0.0,,
2017-01-23,0.0,,
2017-01-24,0.0,,
2017-01-25,0.0,,
2017-01-26,0.0,,
2017-01-27,0.0,,
2017-01-28,0.0,,
2017-01-29,0.0,,
2017-01-30,0.0,,
2017-01-31,0.0,,
2017-02-01,0.0,,
2017-02-02,0.0,,
2017-02-03,0.0,,
2017-02-04,0.0,,
2017-02-05,0.0,,
2017-02-06,0.0,,
2017-02-07,0.0,,
2017-02-08,0.0,,
2017-02-09,0.0,,
2017-02-10,0.0,,
2017-02-11,0.0,,
2017-02-12,0.0,,
2017-02-13,0.0,,
2017-02-14,0.0,,
2017-02-15,0.0,,
2017-02-16,0.0,,
2017-02-17,0.0,,
2017-02-18,0.0,,
2017-02-19,0.0,,
2017-02-20,0.0,,
2017-02-21,0.0,,
2017-02-22,0.0,,
2017-02-23,0.0,,
2017-02-24,0.0,,
2017-02-25,0.0,,
2017-02-26,0.0,,
2017-02-27,0.0,,
2017-02-28,0.0,,
2017-03-01,0.0,,
2017-03-02,0.0,,
2017-03-03,0.0,,
2017-03-04,0.0,,
2017-03-05,0.0,,
2017-03-06,0.0,,
2017-03-07,0.0,,
2017-03-08,0.0,,
2017-03-09,0.0,,
2017-03-10,0.0,,
2017-03-11,0.0,,
2017-03-12,0.0,,
2017-03-13,0.0,,
2017-03-14,0.0,,
2017-03-15,0.0,,
2017-03-16,0.0,,
2017-03-17,0.0,,
2017-03-18,0.0,,
2017-03-19,0.0,,
2017-03-20,0.0,,
2017-03-21,0.0,,
2017-03-22,0.0,,
2017-03-23,0.0,,
2017-03-24,0.0,,
2017-03-25,0.0,,
2017-03-26,0.0,,
2017-03-27,0.0,,
2017-03-28,0.0,,
2017-03-29,0.0,,
2017-03-30,0.0,,
2017-03-31,0.0,,
2017-04-01,0.0,,
2017-04-02,0.0,,
2017-04-03,0.0,,
2017-04-04,0.0,,
2017-04-05,0.0,,
2017-04-06,0.0,,
2017-04-07,0.0,,
2017-04-08,0.0,,
2017-04-09,0.0,,
2017-04-10,0.0,,
2017-04-11,0.0,,
2017-04-12,0.0,,
2017-04-13,0.0,,
2017-04-14,0.0,,
2017-04-15,0.0,,
2017-04-16,0.0,,
2017-04-17,0.0,,
2017-04-18,0.0,,
2017-04-19,0.0,,
2017-04-20,0.0,,
2017-04-21,0.0,,
2017-04-22,0.0,,
2017-04-23,0.0,,
2017-04-24,0.0,,
2017-04-25,0.0,,
2017-04-26,0.0,,
2017-04-27,0.0,,
2017-04-28,0.0,,
2017-04-29,0.0,,
2017-04-30,0.0,,
2017-05-01,0.0,,
2017-05-02,0.0,,
2017-05-03,0.0,,
2017-05-04,0.0,,
2017-05-05,0.0,,
2017-05-06,0.0,,
2017-05-07,0.0,,
2017-05-08,0.0,,
2017-05-09,0.0,,
2017-05-10,0.0,,
2017-05-11,0.0,,
2017-05-12,0.0,,
2017-05-13,0.0,,
2017-05-14,0.0,,
2017-05-15,0.0,,
2017-05-16,0.0,,
2017-05-17,0.0,,
2017-05-18,0.0,,
2017-05-19,0.0,,
2017-05-20,0.0,,
2017-05-21,0.0,,
2017-05-22,0.0,,
2017-05-23,0.0,,
2017-05-24,0.0,,
2017-05-25,0.0,,
2017-05-26,0.0,,
2017-05-27,0.0,,
2017-05-28,0.0,,
2017-05-29,0.0,,
2017-05-30,0.0,,
2017-05-31,0.0,,
2017-06-01,0.0,,
2017-06-02,0.0,,
2017-06-03,0.0,,
2017-06-04,0.0,,
2017-06-05,0.0,,
2017-06-06,0.0,,
2017-06-07,0.0,,
2017-06-08,0.0,,
2017-06-09,0.0,,
2017-06-10,0.0,,
2017-06-11,0.0,,
2017-06-12,0.0,,
2017-06-13,0.0,,
2017-06-14,0.0,,
2017-06-15,0.0,,
2017-06-16,0.0,,
2017-06-17,0.0,,
2017-06-18,0.0,,
2017-06-19,0.0,,
2017-06-20,0.0,,
2017-06-21,0.0,,
2017-06-22,0.0,,
2017-06-23,0.0,,
2017-06-24,0.0,,
2017-06-25,0.0,,
2017-06-26,0.0,,
2017-06-27,0.0,,
2017-06-28,0.0,,
2017-06-29,0.0,,
2017-06-30,0.0,,
2017-07-01,0.0,,
2017-07-02,0.0,,
2017-07-03,0.0,,
2017-07-04,0.0,,
2017-07-05,0.0,,
2017-07-06,0.0,,
2017-07-07,0.0,,
2017-07-08,0.0,,
2017-07-09,0.0,,
2017-07-10,0.0,,
2017-07-11,0.0,,
2017-07-12,0.0,,
2017-07-13,0.0,,
2017-07-14,0.0,,
2017-07-15,0.0,,
2017-07-16,0.0,,
2017-07-17,0.0,,
2017-07-18,0.0,,
2017-07-19,0.0,,
2017-07-20,0.0,,
2017-07-21,0.0,,
2017-07-22,0.0,,
2017-07-23,413.06,,
2017-07-24,440.7,,
2017-07-25,406.9,,
2017-07-26,365.82,,
2017-07-27,385.48,,
2017-07-28,406.05,,
2017-07-29,384.77,,
2017-07-30,345.66,,
2017-07-31,294.46,,
2017-08-01,380.01,,
2017-08-02,452.66,,
2017-08-03,364.05,,
2017-08-04,233.05,,
2017-08-05,213.15,,
2017-08-06,220.66,,
2017-08-07,319.69,,
2017-08-08,345.49,,
2017-08-09,303.89,,
2017-08-10,275.95,,
2017-08-11,328.24,,
2017-08-12,317.09,,
2017-08-13,298.05,,
2017-08-14,297.68,,
2017-08-15,297.86,,
2017-08-16,300.21,,
2017-08-17,460.53,,
2017-08-18,690.24,,
2017-08-19,754.56,,
2017-08-20,712.87,,
2017-08-21,599.64,,
2017-08-22,690.88,,
2017-08-23,669.4,,
2017-08-24,628.11,,
2017-08-25,641.05,,
2017-08-26,625.32,,
2017-08-27,620.9,,
2017-08-28,596.18,,
2017-08-29,552.93,,
2017-08-30,575.21,,
2017-08-31,588.17,,
2017-09-01,622.17,,
2017-09-02,575.9,,
2017-09-03,607.43,,
2017-09-04,517.24,,
2017-09-05,541.71,,
2017-09-06,638.18,,
2017-09-07,652.85,,
2017-09-08,583.1,,
2017-09-09,547.47,,
2017-09-10,537.07,,
2017-09-11,537.81,,
2017-09-12,510.41,,
2017-09-13,503.61,,
2017-09-14,367.04,,
2017-09-15,424.02,,
2017-09-16,440.22,,
2017-09-17,419.86,,
2017-09-18,479.32,,
2017-09-19,527.88,,
2017-09-20,476.05,,
2017-09-21,416.26,,
2017-09-22,415.09,,
2017-09-23,428.5,,
2017-09-24,421.03,,
2017-09-25,445.8,,
2017-09-26,441.83,,
2017-09-27,457.31,,
2017-09-28,447.81,,
2017-09-29,436.77,,
2017-09-30,432.63,,
2017-10-01,415.15,,
2017-10-02,421.19,,
2017-10-03,404.18,,
2017-10-04,358.45,,
2017-10-05,355.75,,
2017-10-06,363.01,,
2017-10-07,360.78,,
2017-10-08,342.21,,
2017-10-09,314.16,,
2017-10-10,321.59,,
2017-10-11,314.9,,
2017-10-12,313.21,,
2017-10-13,321.46,,
2017-10-14,321.96,,
2017-10-15,314.95,,
2017-10-16,313.64,,
2017-10-17,371.73,,
2017-10-18,339.17,,
2017-10-19,330.81,,
2017-10-20,327.44,,
2017-10-21,323.36,,
2017-10-22,331.66,,
2017-10-23,315.6,,
2017-10-24,326.89,,
2017-10-25,332.13,,
2017-10-26,338.2,,
2017-10-27,367.57,,
2017-10-28,423.35,,
2017-10-29,451.92,,
2017-10-30,448.23,,
2017-10-31,439.05,,
2017-11-01,531.83,,
2017-11-02,587.22,,
2017-11-03,625.32,,
2017-11-04,620.45,,
2017-11-05,630.7,,
2017-11-06,602.65,,
2017-11-07,616.3,,
2017-11-08,622.46,,
2017-11-09,654.3,,
2017-11-10,1007.42,,
2017-11-11,1340.45,,
2017-11-12,1388.86,,
2017-11-13,1353.99,,
2017-11-14,1273.53,,
2017-11-15,1212.4,,
2017-11-16,900.78,,
2017-11-17,1185.48,,
2017-11-18,1254.53,,
2017-11-19,1172.05,,
2017-11-20,1236.01,,
2017-11-21,1176.97,,
2017-11-22,1303.31,,
2017-11-23,1683.81,,
2017-11-24,1648.51,,
2017-11-25,1571.27,,
2017-11-26,1735.66,,
2017-11-27,1622.57,,
2017-11-28,1546.18,,
2017-11-29,1359.71,,
2017-11-30,1389.78,,
2017-12-01,1462.68,,
2017-12-02,1434.98,,
2017-12-03,1559.93,,
2017-12-04,1576.92,,
2017-12-05,1501.85,,
